gene,Bergmann glial cell,astrocyte,central nervous system macrophage,endothelial cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
ARNTL,0.2292254792818979,0.0,0.0,0.0,0.0,0.04261662574535251,0.0,0.0,0.0,0.0,0.0
AC004241.1,0.16577260411098504,0.4103791649160272,0.04188732486716605,0.0,0.0,0.0,0.0,0.23261470245820182,0.013042741059634147,0.025512337933918862,0.0
EXOC2,0.0,0.0,0.08229844273605362,0.09116831072749691,0.1053551912568306,0.0,0.0,0.017675390766993822,0.0,0.012367792562265438,0.0
KCTD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPRE2,0.0,0.0,0.0,0.0,0.0,0.0,0.003875968992248062,0.2015206527567781,0.0,0.0,0.0
LPP-AS2,0.26267720348800283,0.0,0.27675548273105105,0.0,0.0,0.0,0.0,0.0,0.034497444633730834,0.0,0.0
CLDN16,0.0,0.06329337094499295,0.0,0.0,0.0,0.0,0.0,0.0,0.8395124947196484,0.0,0.0
PCMTD1,0.09881912035072833,0.0,0.027399960575596294,0.041538224414303326,0.0,0.0,0.006540697674418605,0.0,0.0,0.0,0.0
BRI3,0.0,0.04052161736390688,0.09309087325054209,0.0,0.0,0.0,0.0,0.07683569611050527,0.0,0.0,0.0
COG7,0.14466971168715181,0.024461753894626292,0.0,0.011020345252774353,0.0,0.0,0.0,0.09819156670301708,0.15617400350700994,0.0,0.0
RASAL2,0.02184980907933814,0.0,0.3108061937255344,0.3099472906977462,0.09245901639344262,0.0,0.0,0.0,0.22437023077786195,0.2808822918766939,0.12215920736467067
ICE2,0.0,0.0,0.006751429134634339,0.0,0.0,0.0,0.0,0.11100508905852417,0.07396267160265309,0.0,0.0
PHKA2,0.0,0.27168197659211607,0.03262369406662724,0.0,0.0,0.0,0.0,0.0,0.0030464291223199136,0.0,0.0
VPS9D1,0.0,0.019735690530369332,0.0,0.0,0.0,0.0,0.0,0.0,0.18213806335584537,0.0,0.0
COX7C,0.0,0.0,0.0,0.0,0.0,0.0,0.05774343635759389,0.0,0.0,0.027401574803149607,0.0
KCNC1,0.0,0.0,0.0,0.0,0.0,0.1355148989525536,0.4676085457089537,0.0,0.0,0.0,0.0
LINC00894,0.23358034225109664,0.24956710772970464,0.07470924502266903,0.014411220715166461,0.31613070522706666,0.0,0.0,0.3057838716227602,0.0,0.022603207096554077,0.07985454252085596
PPIB,0.017288926601612218,0.00013127953789602662,0.0,0.0,0.0,0.14497361992024543,0.0,0.21635209352690027,0.30979489404998684,0.030620948481746846,0.0
E2F3,0.0951487120001685,0.3873679813589228,0.40290913184117055,0.0,0.0,0.2177112353089259,0.0,0.0,0.3566545093299971,0.0,0.3029441655457198
MARK3,0.039280158393437986,0.0,0.0,0.06681565967940814,0.0,0.0,0.14001937984496124,0.0,0.0,0.0,0.0
CEPT1,0.0,0.0,0.06524738813325448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEZT,0.0,0.0,0.0,0.13849441553606118,0.03174863387978142,0.0,0.07291666666666667,0.0,0.0,0.0,0.0
SPCS3,0.0,0.0,0.0,0.03768495684340321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASD1,0.5739416537275186,0.8840694147528269,0.0,0.0,0.0,0.0,0.0,0.0,0.3647106204380425,0.0,0.0
MAP1A,0.0,0.0,0.0,0.0,0.0,0.0,0.016450648055832504,0.0,0.0,0.0,0.06451612903225806
TNFAIP3,0.22145883403601474,0.22747816821901995,0.33870905184932565,0.40611066584463623,0.3200134744636944,0.8481617242288666,0.0,0.0,0.0,0.0,0.0
AGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.3497258087691646,0.0,0.0,0.20373618070468463,0.0
ATG2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM96A,0.0,0.0,0.059901921144750014,0.0,0.0,0.0,0.0,0.17427984332854674,0.015270708005552984,0.0,0.0
CDK10,0.08627936706870892,0.27467565405848193,0.06958407254090282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09284639637871711
SETD5,0.0,0.0,0.0,0.03406288532675709,0.0,0.0,0.16618217054263565,0.0,0.15147308344902052,0.0,0.0
FBXO34,0.0,0.0,0.0,0.17671977875023148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM120B,0.032633290906519584,0.04463504288464905,0.0600729351468559,0.0,0.0,0.0,0.0,0.10709741912031988,0.1013419713095789,0.0,0.0
GAK,0.0,0.030675652021704882,0.23186285191397998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259
TMEM106C,0.0,0.0,0.0,0.0,0.0,0.0,0.01005317381189764,0.0,0.005977171062779577,0.13354818946735642,0.22937859647920683
FOCAD,0.0,0.0,0.0,0.0,0.0,0.0,0.26099801371080555,0.0,0.0,0.0,0.0
STAU2,0.0,0.0,0.0,0.0,0.0,0.0,0.1683624031007752,0.0,0.0,0.0,0.0
PEX1,0.015485787017394994,0.0,0.0,0.0,0.0,0.0,0.0,0.20978991224080173,0.08955895920689966,0.0,0.0
TTC21A,0.29527386073188977,0.2690824020118913,0.0,0.0,0.0,0.0,0.0,0.0,0.10465878390895754,0.0,0.4170942614399732
LNP1,0.0,0.0,0.0,0.0,0.0,0.0,0.03863409770687936,0.0,0.0,0.0,0.0
AC007923,0.0,0.5678995919050891,0.057079683536549825,0.021166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTERF1,0.2067894450024637,0.0,0.0017248176621328603,0.0,0.0,0.0,0.0,0.30574894144281606,0.26461933201787613,0.0,0.0
PCP4,0.09681135901696658,0.7633896056797634,0.0,0.0,0.0,0.0,0.0,0.0,0.27213809883062,0.0,0.0
TMEM30A,0.0,0.0,0.0,0.07264557215543965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KBTBD12,0.0,0.0,0.5415683085512032,0.0,0.0,0.0,0.24270851168196128,0.0,0.0,0.0,0.0
ZNF667-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL5A,0.0,0.0,0.2154845398458209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20601404512023452,0.0,0.0
SLC9A8,0.25872969610219,0.26052973608060404,0.005815099546619357,0.07899260172626388,0.0,0.0,0.0,0.022219193020719737,0.04033626407527379,0.0,0.0
INMT,0.0,0.0,0.0,0.8478254573108317,0.0,0.0,0.0,0.0,0.0710817717206133,0.0,0.0
PDIA3,0.0,0.0,0.0,0.0,0.0,0.08742107819329771,0.0,0.04980007270083606,0.12777623615794,0.08657454793585807,0.0
LMTK2,0.08196646736555022,0.04109049536145633,0.0,0.0,0.0,0.0,0.0,0.0,0.10327411805111573,0.0,0.0
DCUN1D4,0.21855411805616717,0.23458733014822553,0.0,0.0,0.09890710382513661,0.0,0.0,0.18131473358828526,0.07600647848218417,0.0,0.026153346328784924
AC008440.1,0.09624662880864418,0.45468028302308594,0.0,0.0,0.24415276467174352,0.0,0.0,0.0,0.05187393526405452,0.0,0.0
DDAH2,0.4259840924658941,0.3788987075600473,0.3487139684694135,0.2295363748458693,0.38340244854439176,0.0,0.0,0.022228088701161563,0.3578234491413922,0.44234571110405707,0.0
MTERF4,0.09118873881599669,0.0,0.0,0.0,0.009617486338797814,0.0,0.0,0.0,0.0,0.0,0.1264696006784368
TTC23,0.39472402097707887,0.3875233088235997,0.08305469195606038,0.2481291223722238,0.27728482233480234,0.0,0.0,0.22806868348151793,0.0609557732042472,0.0,0.0
HCG22,0.32517994088384233,0.5413588117427218,0.870258319959199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUCY2F,0.022822024151811386,0.4247554916827705,0.0,0.0,0.7935492049523893,0.0,0.0,0.0486272439281943,0.0,0.0,0.0
PKD1L2,0.05957652355322492,0.3809304065019715,0.0,0.10593752568845047,0.0,0.0,0.0,0.6164910454261725,0.0,0.0,0.0
TUBGCP6,0.023369249334910698,0.22970730495637964,0.009166173861620342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18290396121104902
WDR6,0.28366835430561405,0.3122847574149177,0.030258229844273607,0.0,0.08802896423848043,0.0,0.0,0.0,0.27624136090695595,0.0,0.04184164736972932
HACD4,0.0,0.0,0.7389215612533352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYA4,0.0,0.5980263499490422,0.0,0.0,0.0,0.0,0.0,0.8582133124343393,0.0,0.0,0.0
RNF183,0.3336799928093178,0.626049586874984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDP,0.0,0.1933074362053203,0.0,0.0,0.0,0.0,0.11659871297207218,0.0,0.0,0.0,0.0
AC092159.2,0.3067615800384426,0.227078529115032,0.0,0.0,0.0,0.0,0.0,0.13409608755115254,0.0,0.0,0.0
AC105760,0.24686427766377486,0.36937808454688814,0.0,0.0,0.14831743493078958,0.0,0.0,0.18958986594871713,0.0052830479716180784,0.0,0.0
NINJ1,0.17048159313051575,0.15753350899403706,0.49209287934232926,0.0,0.0,0.0,0.0,0.0,0.16523404416898502,0.0,0.0
CD72,0.2949455144399583,0.4964268167412821,0.08477701571811697,0.0,0.15482401911030458,0.0,0.0,0.22338372107752313,0.0,0.0,0.0
PLXNB1,0.4217217611413488,0.6040171094743616,0.0,0.0,0.0,0.0,0.0,0.39786543973449995,0.2924950289329634,0.0,0.0
AC018638.6,0.179668615640799,0.6242874068380364,0.0,0.0,0.0,0.0,0.0,0.0,0.14457544709384076,0.0,0.0
DDX11L2,0.0,0.549573969721322,0.03716394306800211,0.0,0.0,0.0,0.0,0.09664868913943936,0.0,0.0,0.0
AC016708,0.38243809564355424,0.4326289948554071,0.0,0.0,0.16111326897812303,0.3230067032669538,0.0,0.07116263184703499,0.2321504926657874,0.0,0.0
PGGHG,0.4193112215791379,0.5604418055877576,0.40389893740113375,0.07825,0.45756070974478524,0.0,0.0,0.0,0.0,0.408794102820767,0.0
AEBP1,0.14137486338557842,0.4811821089752246,0.0,0.41168002466091247,0.6067435912558392,0.0,0.0,0.0,0.043398637137989776,0.0,0.5532857036812336
DHFR2,0.22530488223895817,0.2148043153014717,0.0,0.0,0.10898543146843827,0.0,0.0,0.08971529792180782,0.0,0.0,0.0
PPP1R13L,0.2899983422070189,0.42116704754404566,0.18043538507531734,0.27678511576544973,0.02660144733315465,0.0,0.0,0.06295426027283157,0.15137682856039947,0.0,0.0
MYL6,0.19039196333516556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3105527784845888,0.0
AC018557.1,0.0,0.3934419252967019,0.0,0.0,0.0,0.0,0.0,0.022087475534479734,0.0,0.0,0.0
WISP1,0.15354691456547404,0.4902532068286145,0.0,0.0,0.8487948282744836,0.0,0.0,0.0,0.0,0.36648359786593104,0.0
TAX1BP3,0.10864242816372734,0.17474293250713427,0.0,0.04083333333333333,0.15924573760239494,0.0,0.0,0.34440245785635404,0.07316122417929108,0.38286661333587513,0.0
PAX6,0.03526337512640654,0.1138221825717238,0.0,0.0,0.0,0.0,0.2237245102535207,0.0,0.0,0.0,0.0
ZCWPW2,0.10703984920386495,0.004069665674776825,0.0,0.0,0.02081967213114754,0.0,0.0,0.022264631043257,0.056416782353848526,0.008529512111907198,0.0
AC073878.1,0.12148876844238782,0.5220257798024157,0.0,0.0,0.0,0.0,0.0,0.007451835696110506,0.13537944607321836,0.0,0.0
DNALI1,0.3574389475141197,0.2842116234472215,0.0,0.0,0.32329376363938805,0.0,0.0,0.0,0.18884933889472688,0.0,0.0
FAM111A,0.45164095481393884,0.4070488332106741,0.4137367497270478,0.3815173653925195,0.3508962275895503,0.21737718260279343,0.0,0.11840971143449036,0.3621246210440042,0.38505578108284777,0.0
TMEM217,0.16382396544081068,0.037288434414668545,0.0,0.12129888493173917,0.0,0.0,0.0,0.08070274532021954,0.023168654173764906,0.0,0.0
AC087623.3,0.18248746347427053,0.029442877291960507,0.0,0.0,0.296346349273043,0.0,0.0,0.054603365887493344,0.15991215788849936,0.0,0.0
DUSP3,0.0,0.0,0.0,0.06703128974815568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST6,0.0,0.7646723438455112,0.0,0.0,0.0,0.0,0.0027609055770292656,0.2335147443326525,0.0,0.0,0.0
FOS,0.0,0.4464001061469437,0.347051965915452,0.415730480411011,0.06410524434914679,0.15711798493681542,0.0,0.0,0.0,0.0,0.41247037520315705
LINC01137,0.010099194939620472,0.3506971565984106,0.0,0.2216215835994581,0.0,0.0,0.0,0.39004661801015106,0.0,0.0,0.0
VAMP5,0.3625024539564976,0.2859638812773777,0.13615188984110843,0.40629284833538837,0.45810919588208676,0.33012612475467595,0.0,0.06700509596779054,0.0,0.5761316611239121,0.0
MIDN,0.278686456656785,0.11263898534434,0.0,0.4246696154995079,0.026830601092896176,0.0,0.0,0.0,0.3563117244655857,0.10185746446821435,0.0
LOXL4,0.047872340425531915,0.622086200081297,0.0,0.21246208384710236,0.6960571178431577,0.0,0.0,0.0,0.0,0.0,0.0
MST1P2,0.028033352501437608,0.5239357654770047,0.0,0.0,0.09807939045776115,0.0,0.0,0.106936442810275,0.006856899488926746,0.0,0.0
LINC02495,0.0,0.7194525583337865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPSM1,0.0,0.4263361761336268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEAP3,0.0,0.5691000058067477,0.33192344269283014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCED1B,0.42853434693325376,0.43831160164245697,0.4287823839419437,0.17800863131935882,0.1542362542162622,0.41417581253323027,0.0,0.0,0.36842896807033776,0.0,0.0
TRIP10,0.34696930578200946,0.41101146779534564,0.1963073445045509,0.2949122482531854,0.521549533287821,0.0,0.0,0.0,0.33890542188572864,0.4477315556798316,0.0
AP000915.1,0.3804544316746539,0.22849529146526232,0.0,0.0,0.19637558895855578,0.0,0.0,0.0,0.0,0.8295044951004926,0.0
MAFG-AS1,0.0,0.5451751323504415,0.0,0.0,0.0,0.0,0.07850734562372151,0.0,0.0,0.0,0.0
LINC01602,0.21517923661662547,0.4055222685535745,0.0,0.0,0.0,0.0,0.0,0.0,0.1794745121627236,0.0,0.0
POLR2H,0.0,0.22563914951700478,0.0,0.0,0.0,0.03700455980357769,0.0,0.0,0.0,0.0,0.0
UBA7,0.3046373922465059,0.432681973066648,0.4336452732423116,0.2204194410193177,0.3034741414789396,0.0,0.0,0.0,0.2172542997397728,0.4707670765966081,0.0
PPP1R1C,0.0,0.0,0.0,0.0,0.03271186440677966,0.0,0.23688858878912683,0.0,0.0,0.0,0.0
DYNLRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.05707876370887338,0.0,0.0,0.08566929133858267,0.0
LRCH4,0.07086400677300125,0.2776837585726025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALR4P,0.3367356496073468,0.0,0.0,0.0,0.0,0.0,0.0,0.061941860826647654,0.0,0.0,0.0
APOBEC3F,0.25139111073268267,0.3536445316733642,0.455397019393851,0.0,0.0,0.0,0.0,0.0,0.2519282116693089,0.5379735595927675,0.0
DNAH7,0.4433656422018386,0.646376376960243,0.0,0.02571794081381011,0.38728724540481196,0.0,0.0,0.0,0.0,0.0,0.0
HIST1H2BG,0.0,0.09990463871648977,0.48627468704525245,0.10775,0.0,0.5944970786796375,0.0,0.01853220696937698,0.0,0.0,0.0
WDR35,0.3954527311864894,0.22240415544484815,0.04726000394244037,0.05915145910398685,0.08011930758831998,0.0,0.0,0.22060863343539855,0.30546553284031275,0.0,0.0
LINC02355,0.7901286304980598,0.5008547200258195,0.0,0.0,0.0,0.0,0.0,0.0,0.3206886126761618,0.0,0.0
MAP3K3,0.11724007416275355,0.05811307544197444,0.18457770114577043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORD,0.19720233304373802,0.3902853639961129,0.0,0.0,0.0,0.10389182906434848,0.0,0.0024082151944747367,0.0,0.0,0.0
C2CD2L,0.0,0.0,0.04124778237729154,0.0,0.0,0.0,0.016035227650382188,0.0,0.0,0.0,0.0
NADK,0.2994455766122779,0.0,0.007194953676325645,0.3522234639548236,0.0,0.06790505047189854,0.0,0.0,0.0,0.13432568909254125,0.0
DAB2IP,0.0,0.0,0.0,0.0,0.0,0.0,0.2317304385293731,0.0,0.0,0.0,0.0
AC007743,0.0,0.8343886658291257,0.0,0.6924370760035226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5I,0.0,0.1973478092426226,0.0,0.0,0.0,0.0,0.0,0.25476615587995843,0.0,0.10992914404794163,0.24320075895851773
ENTPD6,0.0,0.0,0.0,0.0,0.0,0.0,0.02509139248919907,0.0,0.0,0.0,0.0
NUPR1,0.34106683898442713,0.4379795165252278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00984746621050365,0.0
WDR34,0.2942509451290448,0.21138952755907456,0.0,0.11790382631005478,0.144842751544071,0.0,0.0,0.0,0.18296308179615878,0.0,0.0
MORN1,0.0,0.0,0.0,0.0,0.0,0.0,0.36756750730690313,0.0,0.0,0.0,0.0
PLEKHA5,0.0,0.2867639458043608,0.0,0.0,0.21997097131843235,0.0,0.0872093023255814,0.0,0.03817677001388246,0.05569771409075401,0.0
AL137025,0.0,0.8840648557431385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF13,0.3822852977143276,0.429940705700728,0.5977524018725182,0.0,0.18472161318622735,0.0,0.0,0.0,0.0,0.0,0.0
CYBRD1,0.4624790813932032,0.40864116852243804,0.3586839834774963,0.10380076037813399,0.45301721069813833,0.0,0.0,0.42223647578282947,0.17952701482924416,0.05932516469342772,0.43975060550826933
GAA,0.11830205077571455,0.32121618672381824,0.37567241585114663,0.0,0.0,0.0,0.0,0.0,0.19128476757847349,0.0,0.0
ATP5E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38250425255406467,0.0
FAP,0.0,0.8313171918632939,0.0,0.0,0.8681292789007207,0.0,0.0,0.2432811127143168,0.0,0.0,0.0
C7orf31,0.0,0.0,0.25184020193425477,0.0,0.0,0.0,0.01453971419076105,0.0,0.0,0.0,0.0
RAB30,0.0,0.030281813408016802,0.0,0.28222230930112463,0.1769757298545783,0.0,0.0,0.3251729331793335,0.0,0.0,0.0
CDH24,0.20049834021457702,0.337118005925753,0.0,0.16164196484612336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC37A2,0.09807561930990108,0.43020779135327686,0.006899270648531441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS8,0.0,0.10354239964922995,0.0,0.33293530282389716,0.6158802548706165,0.0,0.0,0.3842749223955041,0.0,0.0,0.0
EEF1A1,0.0,0.0,0.07840528287009658,0.25572815147295785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA1A,0.0,0.08016803780850691,0.0,0.0,0.0,0.0,0.0,0.31848065279106236,0.0,0.0,0.0
AC073349,0.0,0.7047543411856183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIC,0.03144767107533065,0.47715574276506995,0.0,0.575484689188936,0.3507494731045311,0.0,0.0,0.0,0.17529610925810157,0.23907034525153392,0.0
DPYSL3,0.4933391510188241,0.8118600928936328,0.0,0.0,0.20476837836294054,0.0,0.0,0.0,0.46718610933956217,0.0,0.0
SPATA3,0.0,0.5452931390343689,0.0,0.0,0.0,0.0,0.0,0.0,0.17229275570940222,0.0,0.0
NAXE,0.0,0.0,0.0,0.0,0.0,0.00350754121360926,0.0,0.15375470645789935,0.29890137250589344,0.16304752494590094,0.0
CMTM3,0.0557937506287374,0.23158137127927125,0.29942186460387876,0.09268598438142212,0.3424880890134789,0.3136900302257152,0.0,0.0,0.4062543735798594,0.0,0.0
GORASP1,0.44841724972525726,0.45067131864638654,0.0,0.06482768187422935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAHM,0.35926573718032384,0.306491152857771,0.07699682682389045,0.0,0.0,0.0,0.0,0.6775431491796311,0.18556446673136215,0.0,0.0
PLSCR3,0.02540123510253228,0.36602784225406215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3791109123894364,0.0
LINC01125,0.0004949794937066893,0.3059754372590263,0.0,0.0,0.04349726775956284,0.0,0.0,0.08727776632630853,0.0,0.0,0.0
C6orf52,0.13940747441399642,0.494988921886068,0.0,0.0,0.0,0.0,0.0,0.0,0.09573779122490718,0.13019494015848548,0.0
AC087239,0.0,0.4060664608764011,0.0,0.07334660391757822,0.0,0.0,0.0,0.07268897515235892,0.0,0.0,0.0
CATSPERE,0.23233564041839977,0.19608129653572617,0.0,0.0,0.0,0.0,0.0,0.21326554191487246,0.06080752149311487,0.0,0.0
GATM,0.09974515854917375,0.16468810493820912,0.0,0.0,0.0,0.0,0.0,0.40155861081749644,0.10958686734352537,0.0,0.0
AL445524,0.009631972397929844,0.0,0.0,0.0,0.0,0.0,0.0,0.4959749182534286,0.17528329235339918,0.0,0.0
SEMA4C,0.10074922219541235,0.0,0.12338751175380301,0.0,0.0,0.0,0.0,0.24561384417378035,0.0,0.0,0.0
BMP4,0.0,0.38602753184890304,0.0,0.0,0.5808319285781565,0.0,0.013127284812229977,0.0,0.0,0.0,0.0
SPTSSB,0.14052799869907245,0.0,0.0,0.0,0.0,0.08540862855138548,0.18588569832560115,0.0,0.0,0.0,0.0
CKS2,0.0,0.0,0.060377151988973636,0.0,0.0,0.6727336846925369,0.0,0.0,0.0,0.0,0.0
SBSPON,0.0,0.8754218071636228,0.0,0.0,0.0,0.0,0.07316399779127554,0.0,0.0,0.0,0.0
LMAN1L,0.0,0.18837116686579053,0.0,0.0,0.0,0.0,0.3985514467090171,0.0,0.0,0.0,0.0
ARL3,0.26643369633184943,0.1778986176332552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QTNF6,0.3933457797925567,0.39526011598222766,0.2074169549459286,0.0,0.0,0.0,0.0,0.3367214744220879,0.13041854847207518,0.0,0.0
IFFO2,0.0,0.10932763088493044,0.0,0.0,0.0,0.0,0.052426055167829846,0.0,0.0,0.0,0.0
SEPT4-AS1,0.6003455301696002,0.0,0.0,0.0,0.0,0.0,0.0,0.0951788386828328,0.0,0.4096727024136504,0.0
SCN11A,0.7516712842756004,0.3620212549744648,0.0,0.0,0.0,0.0,0.0,0.016683498407222178,0.10090626224372432,0.0,0.0
AL445483,0.5702043847918242,0.26748041455527233,0.0,0.0,0.0,0.0,0.0,0.029286384100703326,0.05128488976936403,0.0,0.0
ATP13A5,0.6172134186490936,0.8476795246927995,0.0,0.0,0.0,0.0,0.0,0.0,0.5206371988138646,0.0,0.0
AC093835,0.523970997506566,0.4596384372446243,0.0,0.0,0.0,0.0,0.0,0.01351636747624076,0.19400399445962851,0.0,0.0
LATS2-AS1,0.04233755031627372,0.0,0.0,0.5900153364383149,0.07310372554274994,0.0,0.0,0.0,0.0,0.0,0.0
PAK6,0.0,0.0,0.0,0.18633042906809125,0.0,0.0,0.20918475018529906,0.0,0.0,0.0,0.0
ACSS3,0.46814195615065524,0.5145422029706234,0.0,0.0,0.3866943625480211,0.0,0.0,0.0,0.32171091028009047,0.4272696085822658,0.0
FAAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4909111043273821,0.0,0.0,0.0
LINC00271,0.3426362021081011,0.4740551647532668,0.0,0.0,0.02278688524590164,0.0,0.0,0.09978981435952827,0.2412900559476613,0.0,0.0
JDP2,0.028341540567458835,0.3835858700880391,0.2665915275356183,0.0,0.1290494791094551,0.0,0.0,0.0,0.20339641405211006,0.0,0.0
CYB561D2,0.0,0.2236694800318083,0.0,0.39591908701404194,0.34113115119011067,0.0,0.0,0.0,0.12245271409617764,0.0,0.0
AC005280,0.0,0.0,0.0,0.0,0.0,0.0,0.3731943778456642,0.0,0.0,0.0,0.0
AC022613.1,0.14449791440128057,0.6220881658522488,0.0,0.0,0.5380669799504301,0.0,0.0,0.0,0.215099542217741,0.0,0.0
NHLH2,0.0,0.0,0.0,0.0,0.0,0.0,0.24609298370304145,0.0,0.0,0.0,0.0
SLC44A3,0.49109494609431936,0.3866300961716931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP4F11,0.7764552595043124,0.8975655150495869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QSOX2,0.0,0.019397948150816306,0.0,0.0,0.0,0.0,0.043286806247922895,0.0,0.0,0.0,0.0
TBX6,0.19023444860471733,0.5783434327888419,0.08404130220655083,0.0,0.0,0.0,0.0,0.20800622755208148,0.02721465076660988,0.0,0.0
ZNF395,0.375166409560338,0.2756875079156562,0.0,0.0,0.07191256830601093,0.0,0.0,0.0,0.11578367981677148,0.0,0.0
LINC01273,0.23008155837257022,0.25505224086209244,0.0,0.0,0.6230097969460013,0.0,0.0,0.0,0.0,0.0,0.0
C1orf228,0.5362637648716957,0.8129178587567492,0.0,0.0,0.09563206219343764,0.0,0.0,0.0,0.0,0.0,0.0
SPDL1,0.0,0.0,0.0,0.03675909437802086,0.0,0.0,0.13536855841457773,0.0,0.0,0.0,0.0
LINC01094,0.6185391095441812,0.8554068087933849,0.7090561386638444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKX,0.6327409951583203,0.9107745947154553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10orf107,0.0,0.48642684826471,0.037349751612748026,0.0,0.007906727418922541,0.0,0.0,0.7492226916819084,0.0,0.0,0.0
LINC02422,0.2887454113859841,0.3843960893482462,0.1430095565211798,0.0,0.0,0.0,0.0,0.13624150112256386,0.0,0.32253899118500173,0.0
SIRPB3P,0.3059554586361337,0.6733718951085745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL117339,0.23130597999311836,0.24485453029823107,0.0,0.0,0.0,0.0,0.0,0.25507533595348064,0.19912634827136677,0.0,0.0
SEPT9,0.0,0.0,0.0,0.0,0.0,0.0,0.18693918245264207,0.0,0.0,0.0,0.0
PLIN5,0.7363630462088455,0.7265097894217176,0.0,0.0,0.0,0.0,0.0,0.0,0.3826928888317789,0.0,0.0
AP001258.1,0.24708528623135634,0.1340190724418636,0.24038115729640866,0.38174970248186896,0.24235277317644371,0.0,0.0,0.028247096092925028,0.3495709720167094,0.3054570350039636,0.0
ITPKB,0.4546300751053005,0.5730076233814353,0.3186640052596353,0.27576572133168925,0.0,0.1485720141518937,0.0,0.4379887490274248,0.0,0.12198668497140633,0.0
PCGF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHNYN,0.07780337184601531,0.0,0.00749063670411985,0.0,0.020491803278688523,0.0,0.0,0.0,0.0,0.0,0.0
AC012184.2,0.0,0.0,0.0,0.0,0.0,0.14188004209049457,0.08757062146892655,0.0,0.0,0.0,0.0
WNT5A,0.6651975513870108,0.154054655245244,0.3455182693247901,0.0,0.39439572479197305,0.0,0.0,0.0,0.42719875281203284,0.0,0.0
PANK2,0.0,0.0,0.18369805582823928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC4A11,0.4088976641361271,0.18072774216910548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3701452983120409,0.0
GADD45B,0.0,0.44008002211492453,0.022915434654050857,0.4862106595136847,0.0,0.0,0.0,0.0,0.0,0.0,0.3378597761257295
NR4A2,0.0,0.0,0.0,0.0,0.0,0.04507190459487899,0.17281488866733133,0.0,0.0,0.0,0.0
UBN1,0.0,0.0,0.0,0.0,0.0,0.06710233826427645,0.0,0.0,0.0,0.0,0.0
