gene,Bergmann glial cell,astrocyte,central nervous system macrophage,choroid plexus epithelial cell,endothelial cell,ependymal cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
CLNS1A,0.0,0.0,0.0,0.0,0.0,0.009723471223021583,0.0,0.0,0.20165223625690598,0.0,0.0,0.0,0.0
ATXN7,0.0,0.0,0.1489873417721519,0.0,0.04817148125384143,0.0,0.0,0.04845779220779221,0.22086138000638922,0.0,0.0,0.0,0.0
PCYT1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19767990680000241,0.0,0.0,0.0,0.0
PCGF5,0.0,0.0,0.0,0.038823117645637256,0.0,0.0,0.0,0.0,0.0,0.271504355591695,0.0,0.0,0.0
GNB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49952048657579584,0.0,0.08659600997506234,0.0,0.0
CSTF2T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07608149052608568,0.0,0.3047246283539412,0.0,0.0,0.0
RGS7,0.06705052280112819,0.16733210483210484,0.0,0.0,0.0,0.0,0.0,0.0,0.45895861156936557,0.0,0.5085421900947893,0.0,0.0
CEP70,0.03462562888428529,0.08220720720720721,0.0,0.0,0.0,0.0,0.09890208783297336,0.0,0.30450177742401613,0.0,0.035785536159601,0.0,0.0
LINC00866,0.7194784133118494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43284094136118223,0.0,0.0,0.0,0.0
UBE3A,0.0,0.0,0.0,0.15764005399315104,0.0,0.0,0.0,0.0,0.3117965909074231,0.0,0.0,0.0,0.0
PIGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20280839354429553,0.0,0.0,0.0,0.0
ZNF594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050859220092531396,0.03739056911228524,0.0,0.0,0.0
NFATC3,0.02959455460195324,0.0,0.14664556962025316,0.0,0.12446220036877689,0.0,0.12724982001439886,0.18222402597402598,0.03455056179775281,0.0,0.0,0.0,0.0
SNHG14,0.0,0.17465192465192464,0.0,0.051548681301326595,0.0,0.0,0.0,0.0,0.36197616927893395,0.0,0.0,0.0,0.0
TGFBR3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235671188923471,0.0,0.06581592368085534,0.0,0.0
METTL27,0.0,0.01293400781788917,0.44406643187012396,0.0,0.0,0.016046681254558718,0.0,0.0,0.12083608724388632,0.0,0.0,0.0,0.0
RRAGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01544943820224719,0.0,0.0,0.08878269617706237,0.012441679626749611
AC027018,0.027980535279805353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2891994848821522,0.0,0.0,0.0,0.0
PRR14L,0.0,0.0,0.01689873417721519,0.0,0.0,0.0,0.0,0.0,0.10424615092587655,0.0,0.0,0.0,0.0
CMPK1,0.0,0.0,0.0,0.0,0.040872771972956363,0.0,0.0,0.0672077922077922,0.17559786970036312,0.0,0.0,0.006790744466800805,0.0
AC109460.2,0.0,0.0,0.08294633007474689,0.0,0.0,0.0,0.0,0.449353197675725,0.03826834104428288,0.0,0.0,0.0,0.0
PIAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2453649830427601,0.0,0.06546134663341646,0.0,0.0
NEBL,0.2123409292690145,0.41886807269653903,0.0,0.2820464463315346,0.2974329980074009,0.25789735858372126,0.22309215262778978,0.0,0.42209642837166306,0.0,0.3273394001317915,0.2272919808756657,0.0
AP002954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1779048583830138,0.21323696154831495,0.0,0.0,0.0,0.06769162000322752
PXN-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12606370046194992,0.0,0.0,0.1607382320304701
AC008731,0.0,0.0,0.0,0.7406392617865257,0.0,0.0,0.0,0.0,0.2684715767892999,0.0,0.0,0.0,0.0
RTN3,0.0,0.0,0.0,0.042550524990907175,0.0,0.0,0.0,0.0,0.30095310173903644,0.1443908851884312,0.0,0.0,0.0
FOXK1,0.0,0.08338452088452089,0.0,0.0,0.0,0.0,0.0,0.0,0.015069398545935229,0.0,0.0,0.0,0.0
PRKAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.004395604395604396,0.0,0.15447363902188924,0.0,0.0,0.0,0.0
RAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695613607979109,0.26231915307894127,0.0,0.0,0.12080818242790074,0.0
ATPIF1,0.0,0.0,0.0,0.6509613606483062,0.0,0.0,0.0,0.0,0.3258797225591057,0.0,0.0,0.0,0.0
YWHAQ,0.0,0.0,0.0,0.19458049066964506,0.0,0.0,0.0,0.0,0.06915252041318362,0.1996824533825648,0.0,0.0,0.0
TBC1D25,0.4341004850102446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12968593678374885,0.0,0.0,0.0,0.0
SLC17A8,0.0,0.0,0.0,0.0,0.0,0.016137855579868708,0.0,0.0,0.4866308130206061,0.0,0.745299377934169,0.0,0.0
GPR89A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20802324830496907,0.0,0.0,0.0,0.0
PRRC2A,0.0,0.05349099099099099,0.0,0.0,0.0,0.1147706834532374,0.0,0.0,0.07148050231328486,0.0,0.1672611800078176,0.08048289738430583,0.0
RPSAP52,0.0,0.0,0.0,0.0,0.0,0.12965353920364803,0.0,0.0,0.49529252912790067,0.0,0.784383782900194,0.0,0.0
SLC9B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4512548123568191,0.0,0.07344139650872818,0.0,0.0
CDK13,0.0,0.0,0.0,0.13722179290562786,0.08458819913952059,0.0,0.0,0.09066558441558442,0.1549819281499641,0.12105609114811569,0.0,0.0,0.0
AL392023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6841467917044883,0.7976651835668065,0.0,0.0
NT5C1A,0.0,0.21603271087352738,0.0,0.0,0.0,0.0,0.0,0.0,0.44987596701031624,0.0,0.012643433914152145,0.0,0.0
ERICH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6882374992330685,0.0,0.0,0.0,0.0
C11orf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24290689869510815,0.0,0.0,0.0,0.0
CYFIP2,0.0,0.0,0.0,0.3667292443372988,0.0,0.0,0.0,0.36368989374539873,0.3834139489177519,0.0,0.3830011463569461,0.0,0.0
SLC6A15,0.0,0.0,0.0,0.0,0.0,0.00895306460098049,0.0,0.0,0.8745835279850644,0.14702143116600072,0.0,0.0,0.0
STK32A-AS1,0.5163783396649104,0.30855888485566707,0.0,0.0,0.0,0.0,0.0,0.0,0.023116325181758098,0.0,0.6840134899669534,0.0,0.0
HLTF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3166589695784001,0.0,0.04532418952618454,0.0,0.0
NPEPPS,0.0,0.09945741195741195,0.0,0.0,0.0,0.0,0.0,0.0,0.21148721117369343,0.0,0.0,0.025150905432595575,0.0
KLF12,0.17386800828647528,0.17311752219202206,0.0,0.21654380082336994,0.16956054087277198,0.0,0.16513678905687545,0.2305481811006673,0.16411201204007247,0.0,0.40386419291327524,0.1942488262910798,0.09744298548721493
FBXW11,0.0,0.0,0.0,0.1265532490626757,0.05639213275968039,0.0,0.0,0.0,0.24055529355014987,0.0,0.0,0.0,0.0
PUS7L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21267493141519284,0.0,0.0,0.0,0.0
MED25,0.0,0.06587837837837837,0.0,0.0,0.0,0.18569349752072273,0.0,0.0,0.12782216921233186,0.0,0.0,0.0,0.0
ULK3,0.0,0.1686720244118486,0.0,0.0,0.0,0.08368929856115108,0.0,0.0,0.3010605552111978,0.0,0.0,0.0,0.0
CCDC92,0.0,0.0,0.0,0.19060016046233882,0.0,0.0,0.0,0.0,0.31772900753711275,0.0,0.0,0.0,0.0
CAMSAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23981760428453852,0.0,0.22054549416609748,0.0,0.0
TANGO2,0.0,0.0,0.3697066745632901,0.0,0.0,0.0,0.0,0.0,0.025958360872438864,0.0,0.0,0.0,0.0
DNAJC10,0.0,0.0,0.0060759493670886075,0.0,0.0,0.12342625899280575,0.0,0.0,0.04051553205551884,0.0,0.0,0.12181421864520456,0.0
SIL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13528049282238364,0.0,0.0,0.0,0.0
AC011008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793451670266641,0.0,0.34479331328667173,0.0,0.0
AP002370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1653279619646043,0.8807536581591364,0.06526315789473684,0.0,0.0
AAR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044877726371447456,0.0,0.0,0.0,0.0
RNF180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3474342074257659,0.0,0.28312829529009786,0.1612173038229376,0.0
PNMA2,0.0,0.1417211328976035,0.0,0.0,0.0,0.4740162710099137,0.0,0.0,0.8362784123132065,0.0,0.0,0.0,0.0
DNAJC16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10586756213808804,0.0,0.0,0.0,0.0
CREB1,0.0,0.0,0.14037974683544305,0.19880045011561914,0.07582974800245851,0.0,0.06011519078473722,0.0,0.0260079312623926,0.0,0.05841645885286783,0.03219315895372234,0.0
AC036108.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6682026465516135,0.0,0.0,0.0,0.0
CEP83,0.0,0.0,0.0,0.3861109059251635,0.0,0.35514131248127784,0.0,0.0,0.03342696629213483,0.0,0.20858607424149633,0.0,0.0
DTNA,0.21174903817697543,0.3471141486641347,0.0,0.03654143495919396,0.0,0.1610836330935252,0.0,0.0,0.1883172958302492,0.06430762489044697,0.17238154613466333,0.0,0.0
SLC7A5,0.0,0.302470594405522,0.37208940915551114,0.0,0.8635830178124148,0.0,0.0,0.0,0.04315928618638467,0.0,0.0,0.0,0.0
SPIRE1,0.0,0.16866298116298117,0.0,0.0,0.0,0.0,0.0,0.0,0.2559762835098527,0.0,0.0,0.0,0.0
METAP2,0.0,0.0,0.0,0.61791687262705,0.0,0.0,0.0,0.0,0.17936656469655454,0.0,0.0,0.0,0.0
MB21D2,0.0,0.0,0.10221518987341772,0.7939348885280209,0.0,0.0,0.0,0.0,0.09695542244376355,0.0,0.23318883351646633,0.0,0.0
AC105001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49200088064659486,0.0,0.0,0.0,0.0
BCL7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3738168215830899,0.0,0.0022443890274314216,0.0,0.0
CCDC144NL-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3647563027409163,0.0,0.0,0.0,0.0
FAM184A,0.5758237756786163,0.0,0.0,0.0,0.0,0.46886006319025575,0.07451403887688984,0.0,0.38673043997828505,0.0,0.2989227526613142,0.0,0.0
RAB3D,0.0,0.0,0.0695265434793274,0.0,0.0,0.0,0.0,0.0,0.4653490988864824,0.0,0.0,0.04958364875094625,0.0
TTTY14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3134175822043319,0.0,0.14301745635910224,0.0,0.0
FALEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16256913722000413,0.0,0.0,0.3919440073704157,0.0
GFOD2,0.0,0.0,0.0,0.0,0.03196066379840197,0.0913331834532374,0.0,0.0,0.40810961224450193,0.0,0.0,0.0,0.45045678796950583
GPT2,0.0,0.6762609298976747,0.0,0.0,0.0,0.26362525079645377,0.0,0.0,0.0,0.04096172431392176,0.0,0.0,0.0
RBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023439056591373814,0.11715578509218008,0.0,0.0,0.0
TNRC6B,0.0,0.0779074529074529,0.0,0.22652221064140565,0.0,0.06991906474820143,0.0,0.15438311688311687,0.20802427567056395,0.12445223488168274,0.09108478802992519,0.0,0.0
KAT6A,0.0,0.0,0.10506329113924051,0.0,0.16441303011677935,0.0,0.0,0.169237012987013,0.0,0.06726555652936021,0.0,0.0,0.0
ASCC2,0.0,0.0,0.08132911392405064,0.0,0.0,0.0,0.0,0.03465909090909091,0.02638797091870456,0.0,0.0,0.0,0.0013608087091757388
DOCK7,0.05815329979283812,0.46585706727246934,0.0,0.13527134703496999,0.0,0.21880235657412445,0.0,0.0,0.2711081719757822,0.0,0.0,0.0,0.0
C3orf58,0.5040385418345295,0.0,0.0,0.0,0.0,0.055474370503597124,0.0,0.0,0.0,0.3108178030668667,0.0,0.0,0.0
ZC3H7A,0.0,0.0,0.07683544303797468,0.0,0.07982483097725876,0.0,0.00017998560115190784,0.0,0.05138004960382011,0.0,0.09968827930174563,0.00033534540576794097,0.0
TCERG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23542478468944777,0.0,0.043640897755610975,0.0,0.0
SEC24A,0.0,0.0,0.0,0.7872582607401545,0.0,0.0,0.0,0.0,0.24070406994957266,0.0,0.0,0.0,0.0
GEM,0.0,0.6258596215626567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5140558807410271,0.8440211763918001
FBXO22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36230969372261645,0.0,0.0,0.0,0.0
SMARCD3,0.0,0.2983046364952692,0.0,0.0,0.0,0.0,0.0,0.0,0.3567170391832853,0.0,0.03815461346633416,0.0,0.0
LAMTOR5-AS1,0.0,0.0,0.0,0.0,0.0,0.27309394183192814,0.002609791216702664,0.0,0.17389382078732407,0.0,0.0,0.009305835010060362,0.0
RRAGB,0.016868896123113347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09343155029957491,0.0,0.0,0.0,0.0
SOCS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058046926635822865,0.0,0.0,0.0,0.0
EIF2B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21917991682904753,0.0,0.0,0.0,0.0
FAM46A,0.5188593574149053,0.1539910918359987,0.17539630696093295,0.0,0.06484326982175784,0.0,0.31836137734948244,0.0,0.005915399867812293,0.0,0.4236534909909006,0.0,0.0
HYI-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34816992067800845,0.14911880188800947,0.08648533786655334,0.0,0.0
ABCB6,0.0,0.08471595992207938,0.0,0.0,0.0,0.0,0.0,0.0,0.2335777648079666,0.0,0.05816708229426434,0.0,0.0
KANTR,0.0,0.07355651105651105,0.0,0.0,0.0,0.0,0.0,0.0,0.18484009951421915,0.0,0.10953865336658354,0.0,0.0
CLUL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7102271102261972,0.2043082670860068,0.0,0.0,0.0
CASC17,0.5354127872946245,0.9290944010158777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09756493506493506,0.2668948885952471,0.0,0.0,0.0,0.0
NFATC2IP,0.0,0.0,0.022594936708860758,0.0,0.048401966810079904,0.0,0.0,0.0,0.061582947785855914,0.0,0.0,0.0,0.0
WRN,0.0,0.0,0.0,0.15651664933964257,0.0,0.0,0.0,0.0,0.08789011150830478,0.05839176161262051,0.0,0.0,0.0
KCNN3,0.2993587789665769,0.8507052420359543,0.0,0.0,0.0,0.39534793035171234,0.0,0.0,0.22918760331751026,0.0,0.0,0.0,0.0
GNAS-AS1,0.0,0.09569078450958357,0.0,0.0,0.0,0.012308533916849015,0.0,0.0,0.00841044282881692,0.0,0.09916649408314297,0.0,0.0
PDCD2,0.0,0.0,0.0,0.0,0.06837738168408113,0.0,0.0,0.0,0.12083491311177787,0.0,0.0,0.0,0.0
SLC43A2,0.0,0.3381449631877146,0.5088927089683112,0.0,0.0,0.0,0.0,0.0,0.3128473535306886,0.0,0.0,0.0,0.0
GPD2,0.0,0.0836916461916462,0.19186231500941614,0.19041990087345304,0.0,0.0,0.0,0.0,0.018803701255783213,0.0,0.32717470084043193,0.0,0.0
TMED4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023376623376623377,0.1526225912149805,0.0,0.0,0.0,0.0
PLEKHA2,0.0,0.34338327750606434,0.5108380572122683,0.0,0.0,0.028158723021582732,0.23819260703441747,0.2821464447155055,0.0,0.0,0.3799279962308583,0.1518667844631239,0.0
GALNT10,0.0,0.0,0.2676494889956,0.5511068605997159,0.0,0.0,0.0,0.1362012987012987,0.0,0.0,0.4245647748989291,0.0,0.0
FASTKD1,0.0,0.0,0.0,0.5681051771672223,0.0,0.0,0.0,0.0,0.32989979597823876,0.0,0.0,0.0,0.0
SLC35E4,0.11329075425790754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05908790482485129,0.14688761093182617,0.0,0.0,0.0
PPIL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06541639127561137,0.0,0.0,0.0,0.0
STK32C,0.0,0.0734029484029484,0.0,0.0,0.0,0.0,0.0,0.0,0.06530072703238599,0.0,0.0,0.0,0.0
KATNAL2,0.0,0.09746109746109746,0.0,0.5079234381111325,0.0,0.1870275488292839,0.0,0.0,0.026784534038334435,0.0,0.0,0.0,0.0
ZNF83,0.0,0.06168099918099918,0.0,0.0,0.0,0.0,0.0,0.0,0.0014210178453403833,0.0,0.0,0.0,0.0
PHF5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08643326039387308,0.0,0.0,0.13178030124516765
RNF44,0.0,0.0,0.22625416866856704,0.0,0.0,0.0,0.0,0.3830205501443231,0.1487713115169803,0.0,0.0,0.0,0.0
SH3KBP1,0.0,0.0,0.2863804562067141,0.2038917457347601,0.0,0.0,0.0,0.13465909090909092,0.0,0.23344255074598336,0.0,0.14478537894030852,0.10970974429854873
DCC,0.010036496350364963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2839828933844016,0.0,0.8228935869757907,0.0,0.0
AC005261.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027048383175297838,0.0,0.0,0.0
LINC02136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9422876791136839,0.0,0.0,0.0,0.0
ZNF44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10664032452359182,0.0,0.0,0.0,0.0
AC113346,0.0,0.37381048852107635,0.07109049602423324,0.0,0.0,0.0,0.0,0.0,0.027643754130865828,0.0,0.8624644906522978,0.0,0.0
TCIRG1,0.0,0.0,0.4301061824990476,0.0,0.5676822123437112,0.0,0.0,0.4648966341494579,0.0,0.0,0.0,0.32759014566801425,0.0
PGM3,0.0,0.0,0.0,0.6282519444589427,0.0,0.0,0.0,0.0,0.2585569117324988,0.0,0.17531250326067677,0.0,0.0
ZNF57,0.5270072045868166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12027428949107732,0.0,0.0,0.0,0.0
OR2L3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6192473724201892,0.33895986948527934,0.0,0.0,0.0
KDM3A,0.0,0.280994138748795,0.021582278481012657,0.0,0.026736324523663185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPTAN1,0.0,0.3829695333201887,0.0,0.16765383701773381,0.2250537098843006,0.18327970676679944,0.0,0.0,0.41441957757662073,0.0,0.06134663341645885,0.0,0.0
EMSY,0.0,0.0,0.0,0.21098494966197473,0.0,0.0,0.0,0.0,0.12263235852645768,0.0,0.0,0.0,0.0
AC021231.1,0.0,0.15325614029339024,0.0,0.0,0.0,0.09015287769784172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K10,0.0,0.40605246365536873,0.0,0.0,0.0,0.0,0.0,0.0,0.054990085922009255,0.0,0.0,0.0,0.0
MCF2L,0.0,0.0,0.33498386934010715,0.657216328877203,0.038952059004302396,0.0,0.0,0.0,0.2692824291619192,0.0,0.0,0.0,0.0
SHROOM2,0.0,0.0,0.0,0.0,0.793083321063633,0.0,0.0,0.0,0.0,0.06224167274495502,0.0,0.0,0.0
DPY19L1P1,0.0,0.18245193525430362,0.0,0.0,0.0,0.0,0.0,0.0,0.15490296368882303,0.0,0.0,0.0,0.0
TERF2,0.0,0.0,0.0,0.0,0.02865703749231715,0.0,0.0,0.0,0.06936549900859221,0.0,0.0,0.0,0.0
KCNAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04124256444150694,0.030693788594260807,0.0,0.0,0.8651325020581839
RAPGEF6,0.0,0.0,0.06417721518987342,0.0,0.0,0.0,0.0,0.0,0.12151492721440908,0.21368494393591383,0.0,0.0,0.0
ZW10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04003635161929941,0.0,0.0,0.0,0.0
STAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8612010190805488,0.4465141689207557,0.0,0.0,0.102280348759222,0.490638513298854
CFDP1,0.0,0.0,0.0,0.23237028238692403,0.0,0.014163669064748202,0.0,0.0,0.019530733641771315,0.015775635407537247,0.0,0.0,0.0
NIPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01002974223397224,0.4247711684348223,0.0,0.0,0.0
PROCA1,0.22385497176041075,0.1503541627708103,0.19260904121183445,0.0,0.0,0.013772175536881419,0.0,0.0,0.10308988764044943,0.0,0.0,0.0,0.637317907766099
LRRC37B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1134619423830544,0.0,0.0882793017456359,0.0,0.0
POP5,0.0,0.0,0.0,0.0,0.0,0.0,0.143532715184983,0.0,0.07050561797752809,0.0,0.0,0.0,0.0
MYO15A,0.0,0.0,0.0,0.0,0.0,0.0,0.14747405372405373,0.0,0.7231341401757697,0.0,0.0,0.0,0.0
AC010226,0.0,0.04387057969778135,0.0,0.0,0.0,0.0,0.11361495475966318,0.0,0.0,0.0,0.0,0.0,0.0
TNRC6A,0.0,0.24734984074774832,0.0,0.05415304282813161,0.0,0.0,0.0,0.0,0.2748709718503458,0.0,0.12518703241895263,0.0,0.0
DIS3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031758096497025774,0.0,0.0,0.0,0.0
MARS,0.0,0.035114660114660114,0.17529490959435745,0.0,0.0,0.0,0.0,0.0,0.13097657296603218,0.0,0.0,0.0,0.0
ANKDD1A,0.46012189756281197,0.5892468074663741,0.0,0.0,0.0,0.0,0.0,0.0,0.23425326584030598,0.0,0.0,0.0,0.0
LINC01340,0.0,0.5268490377121741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07685526449540403,0.0,0.0,0.0
HNRNPH3,0.0,0.0,0.06531645569620254,0.2807738472995636,0.0,0.0,0.0,0.0,0.014077990746860542,0.0,0.0,0.0767102615694165,0.0
PTK7,0.0,0.23289034011343399,0.0,0.0,0.0,0.17901447399503367,0.7304258725029985,0.0,0.4193079991500588,0.0,0.0,0.0,0.0
CLASP1,0.0,0.0,0.0,0.04184560958316107,0.0,0.0,0.0,0.0,0.18281387771968544,0.14406222611744085,0.055860349127182046,0.0,0.0
CHD1,0.0,0.0,0.2947541552662989,0.0,0.0043023970497848806,0.0,0.0,0.13660714285714284,0.115454134730681,0.0,0.0,0.0,0.0
TRIM21,0.6196698198315413,0.0,0.1417732224081656,0.0,0.0,0.0,0.4238321369020472,0.0,0.012491738268341044,0.0,0.27521963918655246,0.0,0.0
AL512343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14101628981278871,0.0,0.0,0.0
SMIM2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06668908316520959,0.14344018506278916,0.0,0.05225391413910903,0.0,0.0
SLC38A6,0.0,0.0,0.0,0.383509291142654,0.0,0.16728322524053588,0.0,0.0,0.39105911037640884,0.0,0.0,0.0,0.0
MSH2,0.0,0.0,0.0,0.40136291385464323,0.0,0.0,0.0,0.0,0.2694813711710451,0.0,0.0,0.0,0.0
SEC22C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11728138593544211,0.0,0.0,0.0
MRPS27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031824190350297425,0.0,0.0,0.0,0.0
PPARA,0.15875046173924234,0.2830566828037511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00685785536159601,0.05357142857142857,0.0
CCDC88A,0.0,0.0,0.0,0.022969947421147677,0.0,0.0,0.0,0.0,0.0,0.39620209325980316,0.0,0.0,0.0
SAR1A,0.0,0.0,0.0,0.6843131560808493,0.0,0.0,0.0,0.12516233766233767,0.09302417945696063,0.0,0.0,0.0,0.05995162404975812
NFX1,0.0,0.0,0.06670886075949367,0.0,0.0,0.0,0.0,0.0,0.1775746067187427,0.0,0.0,0.0,0.0
BMP2K,0.054010062148564665,0.33309474449679094,0.6192268072291358,0.0,0.11324523663183773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIF1,0.5574828871986253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49185424495421637,0.0,0.8433889197354844,0.0,0.0
AUP1,0.0,0.039875102375102375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003927680798004988,0.0,0.0
TARS,0.0,0.09781941031941031,0.0,0.0,0.0,0.0,0.0,0.0,0.04446463978849967,0.0,0.0,0.0,0.0
TEX15,0.0,0.3691799970433062,0.0,0.0,0.0,0.32054723168860294,0.0,0.0,0.7459047311500571,0.0,0.0,0.0,0.0
GSTA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34549620045957485,0.0,0.13721945137157107,0.0,0.0
HACD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019328956965718454,0.0,0.0,0.0
CXXC4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6608519080270168,0.0,0.1675789302438984,0.0,0.0
AC012074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4217137225491426,0.1981347585816785,0.0,0.0,0.0
STAM2,0.0,0.0,0.0,0.6500207416533175,0.0,0.0,0.08540316774658027,0.0,0.03400528750826173,0.0,0.0,0.0,0.0
DNAJC27,0.0,0.0,0.0,0.0,0.0,0.01747976618705036,0.0,0.0,0.04339061467283543,0.0,0.0,0.0,0.0
SNX14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19588385974404898,0.0,0.0,0.0,0.0
ABCG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5661317260852743,0.0,0.0,0.1880978922709925,0.0
KMT5A,0.0,0.022676085176085176,0.0,0.0,0.0,0.0,0.0,0.0,0.02685062789160608,0.0,0.0,0.0,0.0
LINC00926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19324634565188858,0.3876594044785958,0.0,0.0
SEC24B-AS1,0.0,0.0,0.0,0.0,0.0,0.036252248201438846,0.0,0.0,0.09664573694646397,0.0,0.0,0.0,0.0
KIF9,0.0,0.0,0.0,0.0,0.0,0.7385682170220911,0.0,0.0,0.37839141536570386,0.0,0.0,0.0,0.0
ADAM23,0.0,0.0,0.0,0.375003448872986,0.0,0.0,0.0,0.0,0.5297226917642712,0.0,0.22164210490831177,0.0,0.0
PSD3,0.1685409884581237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28737486770000764,0.2993642181960612,0.0,0.0
DOCK3,0.0,0.0,0.0,0.056428247254605435,0.0,0.0,0.0,0.0,0.24619210203729858,0.2866583451337287,0.0,0.0,0.0
